Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
210,016000000800050920902700004069800040000070000050001890700008609085090007000000480,0.4914,4565,4513,0,5.6762,1304,1811,0,1.0683,292,259,0
211,000900208003800000504000009002309004001080300300602800400000503000006400206004000,0.7323,6593,6539,0,8.5938,1855,2651,0,1.0238,249,204,0
212,570001000003000000900082007080060200001000900009040050400350009000000500000600084,0.8521,7874,7817,0,11.9201,2427,3708,0,3.2464,736,756,0
213,200004000000050874080900002003018090800000007070620300600007040312040000000200003,1.0505,9117,9064,0,14.9039,3429,4532,0,1.8860,465,446,0
214,600907005020010070309050104400090007000000000108402903000000000014563720006000500,0.0197,200,149,0,0.3376,82,55,0,0.2636,72,22,0
215,900000704010600030504008600006301070000040000090706200009800302020009050601000009,0.3340,2881,2829,0,3.8479,833,1187,0,0.2347,68,20,0
216,100405007050000080000309000890040065000801000700060002008206900002030500600000008,0.5311,5263,5209,0,9.0971,1964,2716,0,0.4435,118,70,0
217,050706080300000009000903000560801023002070800000402000080000030640000012205010408,0.3885,3346,3295,0,6.7704,1622,2130,0,0.5935,166,120,0
218,040502010000901000006080400060000090890000031002000800000020000300000004081396520,0.6637,5686,5632,0,4.0755,871,1274,0,0.1780,54,0,0
219,500203086106800000000060020900000052001030800780000004010020000000008307390105008,1.1091,9965,9913,0,13.2933,2972,4119,0,0.8390,219,178,0
220,600010009740659031001000800079000310400000008080090070906107403300904002800030007,0.3107,2713,2666,0,2.9669,705,974,0,0.3732,106,66,0
221,035900002008000000270400080900740000000206000000039006060003041000000700800004650,4.3982,37080,37025,0,31.6962,6740,9928,0,1.2364,304,273,0
222,006009008009010040850000100000300004002060300500007000001000056060020900700900200,2.3761,20663,20607,0,30.1146,6039,8920,0,1.6011,372,341,0
223,800000050010003600000020094005008003000040000200100700520090000009300040030000008,1.3216,11088,11030,0,1.5153,320,411,0,2.2686,542,522,0
224,407000092600900000000048003005809070001000500020304100500120000000005007260000301,0.0520,666,613,0,1.5062,330,378,0,0.1907,60,8,0
225,007090200050600074800000000000006300740080096006100000000000002970001060003040800,1.2023,11198,11142,0,10.4697,2113,3165,0,0.3714,104,53,0
226,000105000008000700450708092905000406000000000034000910000509000070206030510070069,2.0236,17647,17595,0,17.8639,3790,5498,0,0.3009,87,38,0
227,000006000006030700013700960500104200080060090009805004058002610001080400000500000,0.4534,5696,5644,0,10.0528,2141,2900,0,0.2319,64,14,0
228,000509000000030000003040100200704008801060209460000017007801400010000030540000081,1.5005,17679,17627,0,21.2043,4668,6902,0,0.7335,196,155,0
229,031006200020000043700300009100020500000107000003080007400008002280000090009200750,3.1201,26683,26630,0,26.2153,5565,8599,0,2.9429,697,727,0
230,002374600340000072005000300000908000004000500010040020050060030201000405070501080,1.5385,12958,12906,0,16.4680,3617,5317,0,0.9980,256,221,0
231,190000062000000000004010300003040500700000006068000930050603090400050003070090010,9.0335,85855,85800,0,95.6854,19973,28972,0,7.3707,1736,1871,0
232,000974000000608000960050087003010900090000050004809300300000004070205030020030010,5.3330,46673,46620,0,41.4395,8694,13519,0,0.4636,122,76,0
233,050100820807004003300070050080000009002000300100000070040020005200700908095008040,1.3703,11639,11586,0,11.1133,2342,3652,0,0.9920,246,206,0
234,075000490400090005000000000700109004000308000103000708050604030300000002080050010,5.2702,48586,48531,0,63.0776,13297,19372,0,1.9368,444,423,0
235,000102000000040000500609002800000001010907040002000800020000060008706400790000053,15.9177,161211,161155,0,138.7864,28091,42654,0,0.2169,72,18,0
236,100050800000600000760000300300402500400010009006705003008000072000008000003070001,2.6671,24389,24333,0,21.5570,4291,6776,0,0.7258,184,138,0
237,700100005045290060000006030009000084050020090810000500020800000070052310500004006,0.1851,1609,1557,0,2.2870,512,664,0,0.2961,86,38,0
238,900000002600308004080060050000020000020000080300050007007905600068030190500000003,0.8760,7719,7664,0,7.0811,1498,2299,0,1.0272,258,230,0
239,250000031000304000304070509100080006003207900800000005000731000000429000000000000,0.4929,3886,3831,0,5.2564,1123,1512,0,0.3112,84,34,0
240,010000030390701042500020009400000007050000010000967000000503000001040300030106090,0.3986,3480,3426,0,4.4360,977,1453,0,1.2566,322,282,0
241,020004001830010400005003060000008040004000200060200000070900300003060072500300010,2.1451,17214,17159,0,24.4691,5582,7583,0,2.3879,557,546,0
242,600030004800405009040000020000302000090804030000010000709501208006000500000728000,4.8678,42948,42894,0,55.8683,11704,17060,0,0.5675,158,112,0
243,000100080800060005000073600705000803068050790902000406006420000200010008050008000,0.0988,959,907,0,2.2030,499,628,0,0.1983,61,11,0
244,071800000003001008000040019010409005008000400200605070890060000100700200000008960,0.5914,5647,5594,0,9.9900,2178,3000,0,1.2410,304,273,0
245,200860050750003080010000300001600005000030000800009200002000060080100037090085004,4.8587,41190,41136,0,13.2774,2741,4325,0,0.5911,155,105,0
246,600100050053602100009000000200001908005000600401700005000000200008206730060009001,1.4492,13084,13031,0,2.3325,508,646,0,0.3624,101,53,0
247,000071020300000700007084301000020080700406002060010000405160900009000006030750000,0.6806,6813,6760,0,12.5746,2665,3583,0,2.3812,615,610,0
248,107030004000700000009050607000902070702000508060501000506020400000004000800090701,0.6450,7000,6947,0,7.5647,1588,2401,0,0.5713,149,102,0
249,205004098830005240040208003523000400000000000008000562600703080052400076780500304,0.0952,864,819,0,0.8159,186,243,0,0.4567,132,93,0
250,006000800700000001003651400015000620000020000602517308300080005001403200000000000,0.3610,3876,3823,0,5.6437,1159,1712,0,0.4359,111,62,0
251,000490025060802000005000000020900064004080300930004010000000200000708090190026000,0.9512,8737,8683,0,13.7281,2896,4315,0,1.7040,401,391,0
252,000602000005000400076000910002030500050208060400507001004801300000000000620050098,0.9047,9140,9087,0,6.2056,1334,1900,0,0.3884,111,63,0
253,004706500080305020100000007070804010200107005009000800000000000091000340000239000,0.7721,6671,6617,0,7.6638,1595,2202,0,1.0036,236,209,0
254,004000100070810004080050270000001730000702000047900000052070010700089020008000300,0.7863,7046,6993,0,11.4614,2469,3468,0,2.7714,648,665,0
255,408206901500000002000194000830000027007010400000807000020070010006301200080000060,0.0533,511,459,0,0.9958,218,253,0,0.5576,138,101,0
256,070001003020000490006800000007020150000507000054010600000003900089000040500700010,1.8252,15245,15190,0,18.4277,4051,5695,0,3.2575,791,790,0
257,000090130903004000100703060042000700500070006001000850050901008000600501014080000,0.1497,1376,1324,0,2.3521,531,729,0,0.5714,148,105,0
258,031000000740000000809103047000009100500347002002800000180705209000000014000000780,0.8836,8314,8262,0,11.1871,2446,3491,0,0.9972,249,206,0
259,001024006000000701500780090000100620000000000045006000080059007704000000300860100,0.7980,6863,6808,0,6.5528,1396,2036,0,0.5531,136,87,0
260,630015090002900005900200000450000006001000700300000018000008009700006500090570061,0.4577,4008,3955,0,4.7119,965,1547,0,0.3642,104,54,0
261,002040100900302004005801900001000200600020005090010030020000080056080490000504000,1.9645,17859,17806,0,27.1998,5557,8530,0,0.7357,172,127,0
262,702000803091000620080070090006503200000080000000796000007000400058000760020050030,1.2352,10131,10078,0,14.1585,3033,4547,0,2.1023,527,504,0
263,002800090580090040000063008009000005051070230800000400200530000030020051070001300,1.3545,12845,12793,0,14.3276,2993,4471,0,0.1778,53,2,0
264,200000400008900000070105080004001050500204003030600700040708060000002800003000001,1.6353,14694,14639,0,15.0637,3107,4593,0,0.2698,74,21,0
265,200040001870000032000208000000070000000593000009080600010030090400000005380000026,2.5701,22693,22637,0,12.3603,2556,3843,0,0.2210,62,8,0
266,000100300030007020205840700080000607009000100702000090007018504050600070003009000,0.7002,6060,6007,0,7.1916,1491,2211,0,1.1735,291,251,0
267,061000380000040000905302704000504000010829030020000090052701940700000003008000600,0.1311,1147,1096,0,2.6327,611,769,0,0.5923,153,109,0
268,304010068600000700070003001009102000200030009000805400800900010006000005150020604,0.8069,7291,7239,0,5.7512,1239,1777,0,0.8227,216,173,0
269,080030600600904000003000040800400765500060004364002001070000900000206007008070010,0.5452,6138,6086,0,10.1886,2158,3106,0,1.0895,267,243,0
270,009600780160000000003400020090300000000521000000009050010007400000000076035004900,4.3857,37892,37836,0,26.6554,5096,8791,0,1.0774,255,217,0
271,004000870801006000090004006508007000006541700000900605100600040000200308089000200,0.1078,921,869,0,1.7003,397,455,0,0.2212,65,15,0
272,701020080030000090680003000003790000500308009000012300000200048050000020010040905,1.4453,13191,13138,0,10.6421,2289,3360,0,0.3252,89,40,0
273,060800500030070018805000900000297006020104050600385000006000401490020080003008070,0.3578,3426,3377,0,2.6717,594,838,0,0.2429,75,30,0
274,040100000308900700100758000804000100030000060009000807000286003006001402000009050,0.9712,8904,8851,0,4.4135,934,1405,0,0.5721,155,107,0
275,001000800520010034408000102706951203050070010102603907207030509000000000000020000,0.0927,994,946,0,2.0777,451,561,0,0.5559,140,96,0
276,000030950900017000000000071390200506007000200205009083720000000000150007054060000,2.0931,19150,19097,0,24.1458,5150,7422,0,0.6126,173,127,0
277,830500700710200500900000028000370001070000050200095000380000002004001079007003085,0.3619,3182,3131,0,1.9635,429,617,0,0.1653,51,0,0
278,006000700000109000501000309060802030100000002802030504050000060000080000007405100,3.4138,32836,32781,0,28.0697,5781,8593,0,2.0616,522,515,0
279,800070095000000000000809170900300480308000501047006009065208000000000000180050002,2.9603,35690,35637,0,36.6537,7826,11226,0,0.5692,157,112,0
280,500380090100092050000000400000000309075000260908000000009000000040530006050017002,0.6970,6059,6004,0,7.1622,1568,2173,0,0.2483,69,17,0
281,610850070080001004009000080000100045000203000840009000070000300500300090090068052,0.3141,2825,2772,0,3.0109,639,917,0,0.7926,206,161,0
282,000000900000067423340000080009620007200501009500049600020000098891230000004000000,0.0335,350,299,0,0.6702,158,158,0,0.3006,84,38,0
283,700010094000900870090000000040090500080741060007020010000000050036005000170060003,2.3360,21605,21551,0,20.4672,4699,6199,0,2.7153,705,699,0
284,400060050700003000008902300860007000009000600000200091007309200000400005080070003,0.1489,1448,1393,0,2.4220,510,702,0,1.9022,452,427,0
285,010087000000602008002090600570000030401000906060000041007060400600703000000240060,0.5891,5939,5886,0,9.2762,1926,2753,0,0.4495,128,79,0
286,900527004003000500020000060064090750010602090009000100000219000000703000008000200,0.6872,5800,5746,0,5.6587,1146,1636,0,0.4883,131,84,0
287,090000000407090300200860400000074201040000030102680000009038005004050802000000010,1.7897,16912,16859,0,19.7765,4038,6388,0,2.3101,590,577,0
288,500020009030905010000406000041872560200000008000090000007201900096000120100000006,0.3084,2752,2700,0,5.3508,1159,1650,0,0.7467,187,142,0
289,008000400010308020020000060800000002003504800040070090005030200000216000201000604,6.6448,66507,66453,0,111.0396,23508,33604,0,2.9663,781,783,0
290,000100000005680000026095730010000407038000920709000010051340670000021300000006000,0.7811,7298,7247,0,9.6974,2045,2884,0,0.4229,112,67,0
291,500030097001900000970600010450093008030000040100840073010009036000007100820010009,0.7803,7794,7745,0,12.1750,2646,3936,0,0.4128,116,74,0
292,006050100284000573001000400308010905000000000000482000000809000020000010500000007,0.3461,2667,2611,0,2.9155,616,791,0,0.8219,182,137,0
293,030060010007509300005304800700000003003000600000803000056090430300456002900000008,20.4088,174407,174355,0,185.3986,39656,60912,0,2.6792,638,663,0
294,001090020420001350095000104040908000900000006000602090207000930059300062060020700,1.0822,9237,9188,0,10.6213,2508,3701,0,0.1765,55,7,0
295,003000500020801070500070002070402050009000400040608020800040007030506010006000800,0.2448,2322,2269,0,4.1475,914,1224,0,0.3170,83,32,0
296,001527300000406000000000000403000208100704009007000400000000000002153800070209010,1.6288,14138,14083,0,13.1660,2779,3851,0,0.1776,55,0,0
297,800067004070400060004002700908604010600000005020509806006300400010005030200740001,0.4695,4313,4264,0,6.5112,1579,2025,0,0.5604,149,108,0
298,080000020100709006000050000300805007020000090076000450005401800004000900000030000,1.9987,18583,18526,0,28.6336,5739,8547,0,1.4380,335,297,0
299,005010060000000073920300000080050002400692008700080090000005041510000000090040800,0.1043,960,906,0,1.8937,416,544,0,0.4281,107,58,0
300,009030800100070003000205000000583000020000050004000100800000004050604080602010507,3.6256,29616,29561,0,23.9400,5230,7091,0,3.7178,888,947,0
301,194080000000005901000010830506400000000000000000007504071040000908500000000060319,23.0064,193700,193645,0,64.9585,12691,22249,0,2.9886,718,724,0
302,003000900490600070000700004001002040904000308060300500700003000050006089009000200,0.8573,7784,7729,0,2.3876,493,698,0,0.2772,81,28,0
303,000703000002090300100802006500070009240000013670000085000651000006000800010000060,0.4716,4882,4828,0,6.6110,1344,1927,0,0.2780,75,23,0
304,010502060000040000607000304100954008005000400070000090008396100900815003000000000,0.3394,3210,3157,0,3.4744,744,986,0,0.3188,95,45,0
305,090000040500009070017000009000905700080204030002307000800000650030500001020000090,2.9185,26427,26372,0,37.5596,8000,11454,0,6.7740,1695,1752,0
306,500000007940020081000406000020000070400000008000203000030168090000030000005972600,1.1223,9836,9781,0,0.8441,185,226,0,0.1828,55,0,0
307,640003005005004000031000090018060900300090008006070530060000840000200700700800063,0.5123,4748,4696,0,8.0109,1739,2402,0,0.9426,241,202,0
308,060002900009000006200076040608305000004000700000407801010690002900000400007200010,1.0468,11229,11176,0,15.4839,3320,4754,0,0.2353,68,16,0
309,000000000030040020078102390009573200020000070000020000100907006007000900980000057,0.7564,7531,7477,0,11.0885,2403,3558,0,2.8611,716,712,0
310,040020000008017002003800190080000200690000074005000030069005700500270900000060020,0.3073,2695,2642,0,3.6328,791,1085,0,0.9401,248,209,0
311,000070000900583007002941500500000006007000400030000070605804701000000000108305204,1.9665,17069,17017,0,12.0039,2487,3748,0,1.0099,261,223,0
312,002080700070309040401000603200000004050192070000000000000745000030908050500000007,0.2028,1699,1645,0,3.1799,715,965,0,0.5704,146,99,0
313,070000050051090340000050000000307000040000080900080006009801400730506091004030800,15.5019,135177,135124,0,41.6832,8845,14865,0,0.8817,241,198,0
314,800006305069070080100000060400010000070308010000060007090000006030020190604700003,1.4479,12211,12158,0,13.1285,2804,4175,0,0.8582,215,170,0
315,007020000040003650010500009020090100800107002001030090100002040054900030000040800,0.4018,3603,3550,0,5.1781,1135,1535,0,0.3902,105,55,0
316,000794000900030007008000200020000070000040000090513020004000100075000830010080050,1.4872,14700,14644,0,17.3052,3421,5109,0,0.3553,113,61,0
